"Timestamp","Student's ID","Gender","Bac II's Overall Grade","Bac II Mathematics Grade","Department","Do you have difficulties engaging in your online classes during this Covid-19 outbreak?","What kind of difficulties do you commonly have during this period?","I gather with friends to study mathematics as a group.","I seek advice or explanation from my friends, seniors or those who know more about mathematics problems outside formal class hours.","I try to start my homework immediately after math class.","I have a specific time to study mathematics.","I am careful to keep up-to-date with math homework.","I study math eight to ten hours a week besides classroom hours.","I attend math tutor sessions regularly.","I read my math textbook before coming to class.","If I have trouble understanding the text, I find an alternate text or books.","I take notes during my mathematics classes.","I am careful to copy all the steps of math problems in my notes.","I ask questions when I am confused.","I go to the instructor or tutor center when I am confused.","I try to determine exactly when I got confused and exactly what confused me.","I review my notes and text before beginning the homework.","I work problems until I understand them, not just until I get the answers listed in the back of the book.","I develop memory techniques to remember math concepts.","Sought advice from academic staff including lecturers and/or consulting adviser (via Telegram or during online classes...)","Made a class or online presentation on your assigned work.","Worked hard to master difficult contents or lessons in your classes.","Used library resources on campus or online to do your work or expand your horizons.","Worked on an assignment (TD/TP) that required integrating ideas or information from various sources.","Worked with other students on teamwork/projects during class.","Worked with other students outside class to prepare assignments (either during online classes or personal hours).","Used an online learning system to discuss or complete an assignment.","Discussed your grades or assignments with lecturers.","Talked about your career plans or choosing department or majors with friends, seniors, lecturers or advisors.","Discussed ideas from your readings or classes with lecturers outside class.","Received prompt written or oral feedback from lecturers on your academic performance.","Worked harder than you thought you could to meet your lecturers’ standards or expectations.","Discussed ideas from your readings or classes with others outside class (e.g. friends, seniors, lecturers etc.)","I always prepare myself well for my math classes, tests and quizzes.","I often motivate myself to get a good score in math.","I always pay full attention during my math classes.","Mathematics is important for my study and future career.","I feel confident in my abilities to solve mathematics problems.","I can understand my math teacher’s explanation easily.","I spend lots of time to practice mathematics or work on assignments.","I would prefer to write a math assignment than write an essay.","I believe studying of math helps me with problem solving in other subjects.","I like to solve new problems in mathematics.","I am happier in a math class than in any other classes.","It would not bother me at all to take more math courses.","I have usually been at ease during math test.","I have usually been at ease during math course.","I often feel tense and bored in my mathematics class.","I always feel nervous in quizzes or exams of math.","I don’t like working on the homework given by my mathematics teacher.","I am not eager to participate in discussions that involve mathematics.","I get a sinking feeling when I think of trying hard math problems.","My mind goes blank and I am unable to think clearly when working mathematics.","Mathematics makes me feel uneasy and confused.","I feel more nervous and anxious than usual.","I feel afraid for no reason at all.","I get upset easily or feel panicky.","I feel like I’m falling apart and going to pieces.","I feel that everything is all right and nothing bad will happen.","My arms and legs shake and tremble.","I am bothered by headaches neck and back pain.","I feel weak and get tired easily."," I feel calm and can sit still easily.","I can feel my heart beating fast.","I am bothered by dizzy spells.","I have fainting spells or feel like it.","I can breathe in and out easily.","I get numbness and tingling in my fingers and toes.","I am bothered by stomach aches or indigestion.","I have to empty my bladder often.","My hands are usually dry and warm.","My face gets hot and blushes.","I fall asleep easily and get a good night’s rest.","I have nightmares.","Semester 1: Calculus II","Semester 1: Probability and Statistics","Semester 1: Differential Equation","Annual Score"
"2021/08/15 10:17:45 AM GMT+7","e20190389","Male","B","A","GCI","Yes","Low internet speed (cannot hear/see well, ...);Online class is not interactive","Sometimes","Sometimes","Always","Always","Always","Sometimes","Sometimes","Sometimes","Always","Always","Sometimes","Sometimes","Sometimes","Rarely","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Often","Often","Sometimes","Often","Sometimes","Often","Sometimes","Often","Sometimes","Often","Neutral","Agree","Strongly Agree","Strongly Agree","Agree","Agree","Neutral","Neutral","Agree","Agree","Agree","Neutral","Disagree","Neutral","Agree","Agree","Disagree","Disagree","Agree","Neutral","Neutral","A little of the time","Some of the time","Some of the time","Good part of the time","Good part of the time","Some of the time","Some of the time","Some of the time","Good part of the time","Good part of the time","Some of the time","Good part of the time","A little of the time","Some of the time","Some of the time","Some of the time","Some of the time","Some of the time","Good part of the time","Some of the time","78.85","71.25","78.3","79.98"
"2021/08/15 10:19:20 AM GMT+7","e20190132","Female","A","A","CGA","Yes","Low internet speed (cannot hear/see well, ...);Self motivation","Rarely","Rarely","Sometimes","Sometimes","Always","Sometimes","Sometimes","Rarely","Always","Sometimes","Sometimes","Rarely","Sometimes","Sometimes","Rarely","Always","Sometimes","Sometimes","Sometimes","Sometimes","Never","Often","Often","Sometimes","Sometimes","Never","Often","Never","Sometimes","Sometimes","Sometimes","Agree","Agree","Neutral","Strongly Agree","Agree","Neutral","Agree","Agree","Strongly Agree","Agree","Neutral","Neutral","Neutral","Agree","Neutral","Agree","Disagree","Disagree","Agree","Neutral","Agree","A little of the time","Some of the time","A little of the time","Good part of the time","Some of the time","A little of the time","Some of the time","Good part of the time","Some of the time","Good part of the time","Some of the time","A little of the time","Good part of the time","Some of the time","A little of the time","A little of the time","A little of the time","Some of the time","Most of the time","Some of the time","80.35","80.95","93.65","86.03"
"2021/08/15 10:20:11 AM GMT+7","e20190805","Female","B","C","CGA","Yes","Low internet speed (cannot hear/see well, ...);Distraction (home environment, surrounding, people ...);Self motivation","Rarely","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Always","Sometimes","Sometimes","Always","Sometimes","Sometimes","Sometimes","Sometimes","Always","Sometimes","Sometimes","Often","Sometimes","Sometimes","Often","Sometimes","Often","Very Often","Very Often","Often","Often","Sometimes","Sometimes","Sometimes","Often","Strongly Agree","Strongly Agree","Agree","Strongly Agree","Disagree","Disagree","Agree","Neutral","Agree","Neutral","Neutral","Agree","Disagree","Neutral","Neutral","Strongly Agree","Disagree","Neutral","Neutral","Neutral","Agree","Some of the time","Some of the time","Good part of the time","Good part of the time","Some of the time","Good part of the time","Good part of the time","Some of the time","Some of the time","Good part of the time","Some of the time","Some of the time","Some of the time","A little of the time","Good part of the time","Some of the time","Some of the time","A little of the time","Good part of the time","Some of the time","85.82","52.9","79.3","75.22"
"2021/08/15 10:20:23 AM GMT+7","e20190432","Male","B","B","CGA","Yes","Online class is not interactive","Sometimes","Sometimes","Always","Always","Always","Sometimes","Sometimes","Always","Sometimes","Always","Always","Always","Sometimes","Sometimes","Always","Sometimes","Sometimes","Sometimes","Very Often","Often","Never","Often","Often","Very Often","Very Often","Often","Sometimes","Sometimes","Sometimes","Never","Often","Strongly Agree","Agree","Strongly Agree","Strongly Agree","Agree","Neutral","Strongly Agree","Strongly Agree","Strongly Agree","Agree","Strongly Agree","Agree","Disagree","Agree","Disagree","Strongly Agree","Disagree","Agree","Neutral","Neutral","Disagree","Good part of the time","A little of the time","Some of the time","A little of the time","Good part of the time","A little of the time","A little of the time","A little of the time","Good part of the time","A little of the time","A little of the time","A little of the time","Most of the time","A little of the time","A little of the time","Most of the time","Most of the time","A little of the time","Most of the time","A little of the time","78.73","82.3","77.95","83.97"
"2021/08/15 10:23:20 AM GMT+7","e20190159","Male","B","B","GEE","Yes","Low internet speed (cannot hear/see well, ...);Online class is not interactive;Devices use in online learning (inadequate)","Rarely","Almost Never","Sometimes","Always","Always","Sometimes","Rarely","Sometimes","Sometimes","Sometimes","Always","Almost Never","Sometimes","Always","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Often","Sometimes","Often","Neutral","Neutral","Agree","Strongly Agree","Agree","Neutral","Neutral","Neutral","Agree","Neutral","Agree","Neutral","Disagree","Neutral","Neutral","Neutral","Neutral","Neutral","Agree","Neutral","Neutral","Some of the time","Some of the time","A little of the time","A little of the time","Good part of the time","Some of the time","Some of the time","A little of the time","A little of the time","A little of the time","A little of the time","A little of the time","Most of the time","Some of the time","Some of the time","Some of the time","Some of the time","A little of the time","Some of the time","A little of the time","88","87","93","86"
"2021/08/15 10:24:48 AM GMT+7","e20190281","Male","E","E","GIM","Yes","Low internet speed (cannot hear/see well, ...);Adapt to online learning approach;Distraction (home environment, surrounding, people ...);Self motivation","Never Even Thought of","Sometimes","Almost Never","Sometimes","Sometimes","Never Even Thought of","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Almost Never","Sometimes","Very Often","Sometimes","Sometimes","Sometimes","Sometimes","Often","Never","Sometimes","Never","Sometimes","Sometimes","Often","Sometimes","Sometimes","Neutral","Agree","Neutral","Agree","Agree","Neutral","Neutral","Disagree","Neutral","Disagree","Neutral","Neutral","Neutral","Neutral","Agree","Agree","Neutral","Neutral","Agree","Neutral","Agree","A little of the time","Some of the time","Most of the time","A little of the time","Some of the time","A little of the time","Some of the time","Some of the time","A little of the time","A little of the time","A little of the time","A little of the time","A little of the time","","A little of the time","A little of the time","Some of the time","A little of the time","A little of the time","A little of the time","74.05","50.25","52.6","176.36"
"2021/08/15 10:24:55 AM GMT+7","e20190087 ","Male","C","C","GEE","Yes","Low internet speed (cannot hear/see well, ...)","Sometimes","Sometimes","Always","Always","Always","Sometimes","Always","Sometimes","Sometimes","Always","Always","Always","Always","Always","Always","Always","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Often","Often","Sometimes","Sometimes","Sometimes","Often","Often","Sometimes","Sometimes","Sometimes","Strongly Agree","Agree","Agree","Agree","Neutral","Neutral","Agree","Agree","Strongly Agree","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Disagree","Disagree","Neutral","Neutral","Disagree","Some of the time","Some of the time","Some of the time","Some of the time","Some of the time","Some of the time","Some of the time","Some of the time","Some of the time","Some of the time","Some of the time","Some of the time","Some of the time","Some of the time","Some of the time","Some of the time","Some of the time","Some of the time","Some of the time","Some of the time","75.33","71.95","71.79","74.87"
"2021/08/15 10:26:29 AM GMT+7","e20190342","Male","C","C","GEE","Yes","Low internet speed (cannot hear/see well, ...)","Rarely","Sometimes","Always","Always","Always","Sometimes","Sometimes","Rarely","Sometimes","Always","Always","Sometimes","Almost Never","Sometimes","Sometimes","Sometimes","Always","Sometimes","Sometimes","Often","Sometimes","Sometimes","Often","Sometimes","Never","Never","Sometimes","Never","Sometimes","Never","Sometimes","Neutral","Agree","Agree","Agree","Neutral","Neutral","Neutral","Neutral","Agree","Neutral","Agree","Neutral","Neutral","Neutral","Disagree","Neutral","Disagree","Disagree","Neutral","Neutral","Disagree","A little of the time","A little of the time","Some of the time","A little of the time","Some of the time","A little of the time","A little of the time","A little of the time","Some of the time","Some of the time","A little of the time","A little of the time","A little of the time","A little of the time","A little of the time","A little of the time","Some of the time","Some of the time","Most of the time","A little of the time","64.78","75.95","83.99","74.77"
"2021/08/15 10:28:58 AM GMT+7","e20190409","Female","A","A","GCI","Yes","Low internet speed (cannot hear/see well, ...);Online class is not interactive;Distraction (home environment, surrounding, people ...)","Almost Never","Sometimes","Sometimes","Sometimes","Always","Sometimes","Always","Sometimes","Rarely","Always","Always","Sometimes","Rarely","Always","Always","Sometimes","Always","Often","Sometimes","Sometimes","Sometimes","Often","Often","Sometimes","Sometimes","Never","Sometimes","Never","Never","Sometimes","Often","Agree","Agree","Agree","Strongly Agree","Neutral","Agree","Agree","Neutral","Strongly Agree","Agree","Agree","Agree","Disagree","Disagree","Neutral","Agree","Disagree","Disagree","Agree","Neutral","Agree","Most of the time","Most of the time","Some of the time","Some of the time","Some of the time","Some of the time","Some of the time","Some of the time","Good part of the time","Some of the time","Some of the time","Some of the time","Good part of the time","Some of the time","Some of the time","Some of the time","Some of the time","Most of the time","Good part of the time","A little of the time","82.37","64.25","84.3","77.85"
"2021/08/15 10:29:38 AM GMT+7","e20190732","Male","B","B","GCI","Yes","Low internet speed (cannot hear/see well, ...);Distraction (home environment, surrounding, people ...)","Rarely","Sometimes","Sometimes","Always","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Always","Sometimes","Sometimes","Rarely","Sometimes","Sometimes","Sometimes","Sometimes","Often","Often","Often","Sometimes","Sometimes","Often","Often","Often","Often","Often","Sometimes","Sometimes","Sometimes","Never","Agree","Agree","Agree","Strongly Agree","Neutral","Neutral","Agree","Agree","Agree","Agree","Agree","Agree","Neutral","Agree","Neutral","Neutral","Neutral","Neutral","Agree","Agree","Disagree","A little of the time","Some of the time","A little of the time","Some of the time","Good part of the time","Some of the time","A little of the time","A little of the time","Some of the time","A little of the time","A little of the time","A little of the time","Some of the time","Some of the time","A little of the time","A little of the time","Some of the time","Some of the time","Some of the time","A little of the time","80.75","73.29","96.1931","81.79"
"2021/08/15 10:31:39 AM GMT+7","e20191275","Female","B","D","CGA","Yes","Low internet speed (cannot hear/see well, ...);Adapt to online learning approach;Devices use in online learning (inadequate);Distraction (home environment, surrounding, people ...);Self motivation","Almost Never","Almost Never","Rarely","Rarely","Always","Almost Never","Sometimes","Almost Never","Sometimes","Rarely","Rarely","Rarely","Almost Never","Rarely","Rarely","Rarely","Sometimes","Often","Sometimes","Sometimes","Never","Often","Sometimes","Sometimes","Often","Sometimes","Often","Never","Sometimes","Sometimes","Sometimes","Neutral","Neutral","Agree","Strongly Agree","Neutral","Neutral","Neutral","Agree","Agree","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Agree","Disagree","Disagree","Neutral","Neutral","Neutral","Good part of the time","Some of the time","Good part of the time","Good part of the time","Some of the time","Some of the time","Good part of the time","Good part of the time","A little of the time","Some of the time","Some of the time","A little of the time","Good part of the time","Good part of the time","Good part of the time","","Some of the time","Good part of the time","Some of the time","Good part of the time","78.73","76.67","87.38","78.8"
"2021/08/15 10:31:39 AM GMT+7","e2190682","Male","B","B","CGA","No","Low internet speed (cannot hear/see well, ...)","Sometimes","Sometimes","Always","Always","Always","Sometimes","Always","Always","Sometimes","Sometimes","Always","Sometimes","Sometimes","Always","Sometimes","Sometimes","Sometimes","Often","Very Often","Never","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Often","Sometimes","Sometimes","Sometimes","Sometimes","Strongly Agree","Agree","Agree","Strongly Agree","Agree","Agree","Agree","Agree","Strongly Agree","Agree","Strongly Agree","Agree","Agree","Agree","Disagree","Disagree","Strongly Disagree","Strongly Disagree","Disagree","Disagree","Disagree","A little of the time","A little of the time","A little of the time","A little of the time","Most of the time","A little of the time","A little of the time","A little of the time","Good part of the time","A little of the time","A little of the time","A little of the time","Good part of the time","A little of the time","A little of the time","Good part of the time","Some of the time","A little of the time","Some of the time","A little of the time","88.22","96","97","88.96"
