PEDU1,PEDU2,POCC1,POCC2,PSES1,PI1,PI2,PI3,PS1,PS2,PS3,PS4,DE1,DE2,SELD1,SELD2,SELD3,SELD4,SELD5,SIM1,SIM2,SIM3,SIM4,ANXI1,ANXI2,ANXI3,POSS1,POSS2,POSS3,TMP1,TMP2,TMP3,TMP4,TAC1,TAC2,TAC3,TAC4,CENV1,CU1,CU2,ARES1,ARES2,ARES3,SCORE
Lower_Secondary,Lower_Secondary,Farmer,Farmer,2,2,3,3,3,3,3,3,3,Moderate,< 2,> 4,3,3,3,3,3,3,3,3,2,3,No,No,Yes,3,4,4,5,5,5,5,5,3,English,Irregular,Enough,Enough,Enough,110
Elementary,Lower_Secondary,Farmer,Farmer,3,5,5,5,5,5,5,5,5,Moderate,< 2,Never,5,3,4,2,5,5,5,5,5,5,Yes,No,Yes,5,5,5,5,5,5,5,5,3,French,Fullday,Maybe,Enough,Not_enough,73
Lower_Secondary,Lower_Secondary,Farmer,Farmer,2,5,5,5,5,5,5,5,5,Far,< 2,Never,5,2,4,2,5,5,5,5,5,5,Yes,No,Yes,5,5,5,5,5,5,5,5,3,French,Fullday,Maybe,Enough,Not_enough,73
Elementary,Illiteracy,Farmer,Farmer,1,5,5,5,3,5,5,5,3,Far,< 2,Never,5,2,5,5,5,5,5,2,2,2,Yes,No,Yes,3,2,5,5,4,5,4,4,2,Khmer,Fullday,Not_enough,Enough,Not_enough,88
Elementary,Illiteracy,Farmer,Housewife,2,3,5,5,3,3,2,2,3,Far,< 2,> 4,4,2,5,3,5,5,5,2,2,2,Yes,No,Yes,5,1,5,5,3,5,5,3,2,Khmer,One_Shift,Enough,Enough,Not_enough,104
Upper_Secondary,Undergraduate,Business,Government_Officer,2,5,5,5,4,4,5,5,5,Moderate,2 to 4,> 4,5,2,5,5,5,4,4,1,2,1,Yes,No,Yes,3,2,5,5,5,4,4,4,2,Khmer,One_Shift,Maybe,Not_enough,Enough,125
Upper_Secondary,Undergraduate,Business,Government_Officer,2,5,5,5,4,4,5,5,5,Moderate,2 to 4,> 4,5,2,5,5,5,4,4,1,2,1,Yes,No,Yes,3,2,5,5,5,4,4,4,2,Khmer,One_Shift,Maybe,Not_enough,Enough,121
Elementary,Lower_Secondary,Others,Others,2,2,3,4,2,4,3,2,2,Far,< 2,> 4,2,3,2,5,4,4,3,3,3,2,Yes,No,Yes,3,2,4,4,3,5,4,4,2,Khmer,Irregular,Not_enough,Not_enough,Not_enough,90
Lower_Secondary,Elementary,Farmer,Farmer,2,5,4,5,5,5,5,5,4,Moderate,< 2,> 4,4,2,5,5,5,5,5,4,5,1,Yes,No,Yes,5,1,5,5,5,5,5,5,3,Khmer,Fullday,Enough,Not_enough,Not_enough,118
Undergraduate,Lower_Secondary,Private_Sector,Housewife,3,3,4,4,3,2,4,4,4,Moderate,< 2,> 4,5,1,5,4,4,5,5,2,1,1,Yes,No,No,4,1,5,5,5,5,4,5,3,Khmer,Irregular,Enough,Enough,Not_enough,123
Elementary,Elementary,Farmer,Housewife,3,3,3,3,3,3,2,3,3,Far,< 2,< 2,3,2,3,3,3,3,4,3,3,2,Yes,No,Yes,4,2,4,4,3,4,4,3,3,Khmer,Irregular,Enough,Enough,Enough,120
Lower_Secondary,Elementary,Government_Officer,Housewife,2,4,2,2,2,1,1,1,3,Moderate,< 2,2 to 4,2,1,2,1,2,4,4,4,5,2,Yes,No,No,3,2,2,4,4,5,4,3,2,Khmer,Irregular,Enough,Enough,Maybe,89
Upper_Secondary,Elementary,Farmer,Farmer,2,5,5,5,5,5,5,5,4,Short,2 to 4,> 4,5,1,5,5,5,5,5,2,5,1,Yes,No,Yes,5,1,5,5,5,5,5,5,3,Khmer,Fullday,Enough,Not_enough,Not_enough,123
Undergraduate,Undergraduate,Government_Officer,Government_Officer,3,4,4,4,4,5,4,4,4,Moderate,< 2,> 4,3,3,4,3,4,4,4,3,3,3,Yes,Yes,Yes,4,2,4,4,4,4,4,4,3,Khmer,Fullday,Enough,Enough,Enough,70
Elementary,Illiteracy,Farmer,Farmer,3,4,3,4,3,4,4,4,4,Moderate,< 2,> 4,4,1,4,5,5,5,5,1,5,4,Yes,No,Yes,5,1,5,4,5,5,5,5,3,Khmer,One_Shift,Enough,Enough,Enough,121
Upper_Secondary,Illiteracy,Government_Officer,Housewife,3,4,4,5,4,4,4,4,3,Moderate,< 2,> 4,3,3,3,4,4,4,5,3,5,2,Yes,No,Yes,4,1,5,4,5,5,5,4,2,Khmer,One_Shift,Not_enough,Not_enough,Not_enough,116
Elementary,Elementary,Farmer,Housewife,2,5,4,5,5,4,3,4,4,Far,< 2,> 4,5,2,4,5,5,5,4,1,5,4,Yes,No,No,5,1,5,5,5,5,5,5,2,Khmer,Irregular,Enough,Not_enough,Not_enough,96
Upper_Secondary,Lower_Secondary,Farmer,Housewife,2,4,5,5,4,5,5,4,3,Moderate,< 2,> 4,4,2,5,4,4,4,4,2,5,2,Yes,No,Yes,5,1,5,5,5,5,5,5,2,Khmer,One_Shift,Enough,Not_enough,Not_enough,108
Upper_Secondary,Lower_Secondary,Farmer,Housewife,2,3,5,5,3,3,5,5,4,Far,< 2,> 4,5,2,5,5,4,4,3,3,4,2,Yes,Yes,Yes,5,1,5,5,5,5,5,4,2,Khmer,Irregular,Enough,Not_enough,Not_enough,114
Lower_Secondary,Illiteracy,Farmer,Farmer,2,3,5,5,3,5,5,5,3,Moderate,< 2,> 4,5,1,5,5,4,5,5,3,5,3,Yes,No,Yes,5,1,5,5,5,5,5,5,2,Khmer,Irregular,Enough,Not_enough,Not_enough,113
Lower_Secondary,Illiteracy,Farmer,Farmer,2,3,5,5,3,5,5,5,3,Moderate,< 2,> 4,5,1,5,5,4,5,5,3,5,3,Yes,No,Yes,5,1,5,5,5,5,5,5,2,Khmer,Irregular,Enough,Not_enough,Not_enough,113
Elementary,Elementary,Farmer,Farmer,1,5,2,5,1,4,5,4,5,Moderate,< 2,> 4,4,1,4,5,5,5,5,1,5,2,Yes,No,Yes,5,1,5,5,5,5,5,5,2,Khmer,Irregular,Enough,Not_enough,Not_enough,108
Others,Others,Others,Business,2,5,3,5,3,5,5,3,2,Moderate,2 to 4,> 4,5,2,3,4,4,5,4,3,3,4,Yes,No,No,5,2,5,5,5,5,4,5,2,Others,Others,Enough,Enough,Maybe,120
Elementary,Illiteracy,Farmer,Farmer,2,4,4,5,5,4,5,4,4,Moderate,< 2,< 2,3,2,2,1,4,4,5,1,4,4,Yes,No,Yes,5,1,5,5,5,5,4,5,2,Khmer,Irregular,Enough,Not_enough,Not_enough,86
Lower_Secondary,Elementary,Farmer,Farmer,2,3,3,4,3,3,3,3,3,Moderate,< 2,< 2,3,3,3,3,3,3,3,3,3,3,Yes,Yes,Yes,3,3,3,3,3,3,3,3,2,Khmer,One_Shift,Enough,Enough,Enough,75
Illiteracy,Elementary,Farmer,Farmer,2,3,4,5,3,4,4,4,3,Moderate,< 2,> 4,4,2,4,4,3,4,4,2,4,2,Yes,No,Yes,4,1,4,5,5,5,5,5,2,Khmer,One_Shift,Enough,Not_enough,Not_enough,120
Elementary,Lower_Secondary,Farmer,Housewife,3,3,4,4,3,3,3,4,3,Far,< 2,> 4,4,2,5,4,4,4,4,2,5,5,Yes,No,Yes,5,1,5,5,5,5,5,5,2,Khmer,Irregular,Enough,Not_enough,Maybe,108
Undergraduate,Upper_Secondary,Others,Housewife,2,4,3,5,4,3,4,4,4,Moderate,< 2,2 to 4,3,1,5,3,4,4,4,4,3,5,No,No,Yes,4,3,5,5,5,5,5,5,2,Khmer,Fullday,Enough,Enough,Maybe,85
Lower_Secondary,Elementary,Farmer,Housewife,2,3,5,5,4,5,5,4,4,Far,< 2,2 to 4,3,1,3,5,4,4,5,3,5,5,Yes,No,No,5,1,5,5,5,5,5,5,2,Khmer,Irregular,Enough,Not_enough,Not_enough,115
Lower_Secondary,Elementary,Farmer,Farmer,2,3,5,5,3,4,5,5,4,Moderate,< 2,2 to 4,5,1,5,5,5,4,5,1,5,3,Yes,No,Yes,5,1,5,5,5,5,5,5,2,Khmer,Irregular,Enough,Not_enough,Not_enough,108
Elementary,Elementary,Farmer,Farmer,2,5,5,5,2,3,5,5,5,Moderate,< 2,> 4,5,2,5,4,5,5,5,2,3,2,Yes,Yes,Yes,5,1,5,5,5,4,5,5,2,Khmer,One_Shift,Enough,Not_enough,Not_enough,121
Elementary,Illiteracy,Farmer,Farmer,2,3,5,5,3,3,5,5,2,Moderate,< 2,> 4,4,2,5,5,5,5,5,2,5,3,Yes,No,Yes,5,1,5,5,5,5,5,5,2,Khmer,Irregular,Enough,Not_enough,Not_enough,117
Elementary,Elementary,Farmer,Others,2,3,3,3,3,3,3,3,3,Moderate,2 to 4,> 4,3,3,3,3,4,3,4,3,3,3,Yes,No,Yes,3,3,3,3,3,3,3,3,2,Khmer,One_Shift,Enough,Enough,Maybe,60
Elementary,Lower_Secondary,Farmer,Farmer,2,4,3,5,3,3,3,3,3,Moderate,< 2,> 4,3,3,3,3,4,4,4,3,3,2,Yes,No,Yes,5,1,5,5,5,5,5,5,3,Khmer,One_Shift,Enough,Enough,Maybe,100
Undergraduate,Upper_Secondary,Business,Business,2,3,3,3,3,3,3,3,3,Far,< 2,< 2,3,2,3,2,5,3,4,5,5,5,No,No,No,3,3,3,3,3,4,4,4,2,Khmer,Fullday,Maybe,Maybe,Maybe,69
Elementary,Elementary,Business,Housewife,2,3,3,5,2,5,3,2,3,Moderate,< 2,> 4,5,1,3,5,5,5,5,2,1,3,Yes,Yes,Yes,3,2,5,5,4,5,5,5,2,Khmer,One_Shift,Maybe,Not_enough,Maybe,124
Graduate,Graduate,Government_Officer,Government_Officer,3,5,5,5,4,5,3,2,4,Far,< 2,> 4,4,1,4,3,4,4,3,3,3,5,Yes,No,Yes,5,1,3,4,5,5,4,4,2,Khmer,Irregular,Enough,Enough,Not_enough,95
Upper_Secondary,Elementary,Farmer,Farmer,2,3,5,5,4,4,3,3,3,Moderate,< 2,2 to 4,3,2,3,5,5,5,5,3,5,5,Yes,No,Yes,5,1,5,5,5,5,5,5,2,Khmer,One_Shift,Enough,Not_enough,Not_enough,120
Lower_Secondary,Illiteracy,Farmer,Housewife,2,5,5,5,5,5,3,2,5,Moderate,< 2,> 4,4,2,5,5,5,5,5,2,5,2,Yes,No,Yes,5,1,5,5,5,5,5,5,2,Khmer,One_Shift,Not_enough,Not_enough,Enough,119
Undergraduate,Lower_Secondary,Private_Sector,Private_Sector,2,4,4,5,3,3,3,4,4,Moderate,2 to 4,> 4,5,1,5,5,5,5,5,2,2,2,Yes,No,Yes,4,1,5,5,5,5,3,5,2,Khmer,One_Shift,Enough,Enough,Not_enough,124
Lower_Secondary,Elementary,Others,Housewife,2,3,4,4,3,4,4,4,3,Moderate,2 to 4,> 4,5,2,4,5,5,5,5,2,2,1,Yes,No,No,5,1,5,5,5,5,5,5,2,Khmer,Irregular,Enough,Enough,Enough,93
Lower_Secondary,Upper_Secondary,Farmer,Farmer,2,3,3,3,3,3,3,3,3,Moderate,Never,> 4,3,3,3,3,3,3,3,3,4,3,Yes,No,Yes,3,3,3,4,3,3,3,3,2,Khmer,One_Shift,Enough,Enough,Enough,90
Lower_Secondary,Lower_Secondary,Private_Sector,Business,2,2,5,2,3,3,2,3,2,Moderate,2 to 4,> 4,3,3,5,5,5,4,5,4,5,5,Yes,Yes,Yes,3,4,5,4,5,4,4,5,2,Khmer,Fullday,Enough,Enough,Not_enough,100
Illiteracy,Illiteracy,Unemployment,Others,2,2,3,3,2,3,2,5,3,Far,< 2,> 4,4,1,2,2,4,4,4,2,4,2,Yes,No,No,4,2,5,5,4,5,3,5,2,Khmer,One_Shift,Enough,Enough,Maybe,28
Undergraduate,Elementary,Business,Housewife,2,3,5,5,2,2,5,1,4,Moderate,< 2,> 4,5,2,5,4,4,5,5,4,4,5,Yes,No,Yes,5,1,5,5,5,5,5,5,2,Khmer,Irregular,Enough,Enough,Enough,72
Upper_Secondary,Elementary,Government_Officer,Others,2,1,5,3,3,5,3,5,3,Moderate,2 to 4,> 4,5,2,5,5,5,5,1,2,1,5,Yes,Yes,Yes,3,1,5,3,5,5,5,5,2,Khmer,Fullday,Enough,Enough,Not_enough,125
Upper_Secondary,Upper_Secondary,Private_Sector,Business,2,4,5,5,4,5,5,5,5,Far,Never,> 4,2,3,3,1,4,4,5,3,4,5,Yes,Yes,Yes,5,1,5,5,5,5,2,5,2,Khmer,Irregular,Enough,Enough,Maybe,60
Undergraduate,Elementary,Business,Housewife,2,3,5,5,2,2,5,1,4,Moderate,< 2,> 4,5,2,5,4,4,5,5,4,4,5,Yes,No,Yes,5,1,5,5,5,5,5,5,2,Khmer,Irregular,Enough,Enough,Enough,75
Illiteracy,Illiteracy,Farmer,Housewife,1,4,2,5,3,4,3,5,3,Far,2 to 4,> 4,5,5,2,3,4,5,5,2,4,3,Yes,No,No,5,2,5,5,5,5,5,4,3,Khmer,One_Shift,Enough,Enough,Enough,45
Upper_Secondary,Upper_Secondary,Farmer,Farmer,3,4,4,4,4,4,4,4,4,Moderate,< 2,< 2,3,3,3,3,3,3,3,3,3,3,Yes,No,Yes,3,3,4,3,3,3,3,3,2,Khmer,One_Shift,Enough,Enough,Enough,90
Elementary,Illiteracy,Farmer,Farmer,2,3,4,4,3,2,2,3,2,Far,< 2,< 2,2,2,3,3,3,4,3,2,4,2,No,No,Yes,5,1,5,5,5,5,5,5,2,Khmer,Irregular,Enough,Enough,Enough,85
Others,Elementary,Others,Private_Sector,2,3,3,4,3,4,3,3,3,Moderate,2 to 4,2 to 4,3,3,3,3,5,4,3,2,2,3,Yes,Yes,Yes,3,3,3,3,3,3,3,3,2,Khmer,One_Shift,Enough,Enough,Maybe,95
Upper_Secondary,Upper_Secondary,Government_Officer,Housewife,2,5,5,5,3,3,5,5,5,Far,> 4,> 4,5,1,5,5,5,5,5,5,3,3,Yes,No,No,3,1,5,5,4,5,5,5,2,Khmer,Fullday,Enough,Enough,Not_enough,110
Others,Upper_Secondary,Private_Sector,Private_Sector,2,3,3,5,3,3,5,4,3,Moderate,> 4,> 4,3,1,5,5,5,5,5,1,4,1,Yes,No,Yes,5,2,5,5,4,5,5,5,2,Khmer,Fullday,Enough,Enough,Maybe,99
Lower_Secondary,Elementary,Others,Housewife,2,2,4,3,4,3,2,5,3,Moderate,< 2,2 to 4,3,3,4,5,5,4,3,4,5,3,No,No,No,5,1,5,4,5,5,5,5,2,English,One_Shift,Enough,Enough,Enough,48
Upper_Secondary,Elementary,Farmer,Farmer,2,4,4,5,5,4,5,5,5,Moderate,2 to 4,> 4,5,1,5,5,5,5,5,1,2,1,Yes,No,Yes,5,1,5,5,5,5,4,4,2,Khmer,Irregular,Enough,Enough,Enough,50
Lower_Secondary,Lower_Secondary,Farmer,Farmer,3,5,5,5,2,3,5,5,5,Moderate,< 2,> 4,4,1,5,5,5,5,5,2,5,2,Yes,No,Yes,5,1,5,5,5,5,5,5,3,Khmer,Fullday,Enough,Enough,Enough,123
Elementary,Elementary,Farmer,Farmer,3,4,5,4,3,4,4,5,4,Moderate,< 2,> 4,4,2,4,5,5,5,5,1,4,1,Yes,No,Yes,5,1,5,5,5,5,5,5,2,Khmer,Fullday,Enough,Enough,Enough,116
Elementary,Elementary,Others,Business,2,2,3,3,3,2,2,3,1,Moderate,> 4,> 4,3,1,5,5,3,5,4,2,2,2,Yes,No,Yes,4,2,5,5,5,5,5,5,1,Khmer,Irregular,Enough,Enough,Enough,110
Elementary,Illiteracy,Farmer,Farmer,2,4,3,5,2,4,3,4,3,Moderate,< 2,> 4,4,2,4,4,4,4,5,4,4,2,Yes,Yes,Yes,4,1,4,5,5,5,5,5,2,Khmer,One_Shift,Not_enough,Not_enough,Not_enough,122
Lower_Secondary,Lower_Secondary,Farmer,Farmer,2,3,5,5,4,5,5,3,3,Moderate,2 to 4,> 4,5,2,4,4,4,5,5,2,2,2,Yes,No,Yes,5,2,5,5,5,5,4,5,2,Khmer,Irregular,Enough,Enough,Enough,100
Lower_Secondary,Lower_Secondary,Farmer,Farmer,2,5,5,5,2,4,2,3,5,Moderate,< 2,> 4,4,2,5,5,5,5,5,2,5,2,Yes,No,Yes,5,1,5,5,5,5,5,5,2,Khmer,Irregular,Maybe,Not_enough,Maybe,120
Lower_Secondary,Elementary,Business,Private_Sector,2,3,4,4,4,5,4,4,3,Moderate,< 2,2 to 4,5,1,4,4,5,5,4,2,3,3,Yes,No,Yes,4,1,5,5,5,5,5,5,2,Khmer,One_Shift,Enough,Enough,Maybe,118
Elementary,Elementary,Business,Business,2,3,5,5,3,2,2,2,4,Far,2 to 4,> 4,4,2,5,5,5,5,5,2,2,2,Yes,No,Yes,5,1,5,5,5,5,5,5,2,Khmer,Irregular,Enough,Enough,Enough,101
Lower_Secondary,Elementary,Business,Housewife,3,4,3,5,4,5,4,4,3,Moderate,< 2,> 4,4,4,5,2,5,5,5,4,2,5,Yes,No,Yes,5,5,5,5,5,5,5,5,2,Khmer,Fullday,Enough,Enough,Maybe,60
Others,Others,Farmer,Farmer,2,3,3,4,3,4,4,4,3,Moderate,< 2,< 2,2,3,3,3,5,5,4,2,5,2,Yes,Yes,Yes,4,1,4,5,4,5,5,5,2,Khmer,Irregular,Enough,Enough,Enough,70
Upper_Secondary,Elementary,Farmer,Farmer,2,4,5,4,2,3,4,1,3,Far,Never,Never,2,2,5,3,3,5,4,3,3,1,Yes,No,Yes,5,1,4,5,4,4,4,4,2,Khmer,One_Shift,Enough,Enough,Enough,64
Lower_Secondary,Elementary,Farmer,Farmer,2,4,4,4,3,2,3,3,4,Far,< 2,< 2,3,2,3,4,4,4,4,2,3,3,Yes,No,Yes,5,1,5,5,5,4,4,5,3,Khmer,Irregular,Enough,Enough,Enough,89
Undergraduate,Upper_Secondary,Government_Officer,Business,3,4,3,4,3,4,3,5,4,Short,Never,2 to 4,3,2,4,3,3,3,3,2,1,2,Yes,No,Yes,4,1,4,4,4,3,3,3,2,Khmer,Fullday,Enough,Enough,Maybe,86
Upper_Secondary,Lower_Secondary,Government_Officer,Housewife,2,3,3,3,3,4,3,4,4,Moderate,< 2,> 4,5,4,5,4,4,5,5,1,1,3,No,No,Yes,4,4,5,5,5,5,5,5,2,Khmer,Irregular,Enough,Enough,Maybe,90
Undergraduate,Elementary,Others,Others,2,2,3,5,3,5,5,4,5,Moderate,Never,> 4,3,1,3,3,3,5,3,3,3,1,Yes,Yes,Yes,4,1,5,5,5,5,5,5,2,Khmer,One_Shift,Enough,Enough,Enough,93
Lower_Secondary,Lower_Secondary,Farmer,Farmer,2,3,5,5,2,2,4,4,3,Short,< 2,> 4,5,2,3,3,3,4,3,2,5,2,Yes,No,Yes,5,1,5,5,5,4,5,5,2,Khmer,One_Shift,Enough,Not_enough,Maybe,81
Others,Others,Others,Others,2,4,4,5,4,4,5,3,3,Moderate,< 2,< 2,3,4,3,4,4,4,4,4,4,4,Yes,No,Yes,4,4,4,5,4,5,5,5,3,Khmer,Irregular,Enough,Enough,Enough,50
Elementary,Elementary,Farmer,Farmer,3,3,5,4,3,3,3,4,3,Far,2 to 4,2 to 4,3,4,4,4,3,3,4,3,3,4,Yes,No,Yes,4,2,4,4,4,5,3,5,3,Khmer,Irregular,Enough,Enough,Enough,120
Lower_Secondary,Elementary,Others,Housewife,2,4,4,4,4,4,4,4,5,Moderate,2 to 4,2 to 4,3,1,4,4,4,5,5,3,5,3,Yes,No,Yes,3,1,3,3,3,3,3,3,3,Khmer,One_Shift,Enough,Enough,Enough,40
Elementary,Elementary,Farmer,Farmer,2,5,4,5,3,5,4,4,3,Far,< 2,> 4,5,1,5,5,5,5,5,1,1,2,Yes,No,Yes,5,1,5,5,5,5,5,5,2,Khmer,Fullday,Enough,Not_enough,Enough,122
Elementary,Illiteracy,Unemployment,Housewife,1,1,2,1,1,1,2,2,3,Moderate,< 2,> 4,4,2,5,5,5,4,4,2,3,3,Yes,No,Yes,5,1,5,5,5,4,4,4,2,Khmer,Irregular,Enough,Not_enough,Not_enough,110
Graduate,Upper_Secondary,Government_Officer,Housewife,1,5,4,5,4,5,5,5,5,Far,< 2,> 4,5,1,5,5,5,5,5,1,1,1,Yes,Yes,Yes,5,1,5,5,5,5,4,5,3,Khmer,Irregular,Enough,Not_enough,Enough,124
Upper_Secondary,Elementary,Business,Others,3,5,5,5,5,3,3,4,5,Moderate,< 2,2 to 4,5,1,5,5,5,5,5,2,1,1,Yes,Yes,Yes,4,1,4,4,4,3,3,3,3,Khmer,One_Shift,Enough,Enough,Enough,121
Undergraduate,Lower_Secondary,Government_Officer,Housewife,2,5,5,5,3,4,4,5,4,Moderate,2 to 4,> 4,4,2,4,4,4,4,3,3,3,2,No,Yes,Yes,4,2,4,5,5,5,4,4,2,Khmer,One_Shift,Not_enough,Enough,Not_enough,100
Undergraduate,Undergraduate,Government_Officer,Government_Officer,2,4,4,4,5,3,3,5,4,Moderate,2 to 4,2 to 4,5,2,5,4,4,4,4,2,2,2,Yes,No,Yes,4,2,4,5,5,5,4,4,2,Khmer,Irregular,Enough,Enough,Enough,125
Others,Elementary,Business,Housewife,1,1,5,5,5,4,4,4,4,Moderate,< 2,< 2,5,1,5,5,5,5,5,5,4,5,Yes,No,Yes,4,4,5,5,5,4,4,5,3,Khmer,Fullday,Enough,Enough,Enough,100
Others,Others,Government_Officer,Government_Officer,3,4,5,4,4,5,3,4,4,Short,< 2,2 to 4,5,2,4,3,4,5,3,5,5,2,Yes,Yes,Yes,5,2,5,5,5,5,5,5,2,Khmer,One_Shift,Enough,Enough,Enough,100
Lower_Secondary,Elementary,Farmer,Housewife,3,5,5,5,5,5,5,5,5,Short,> 4,> 4,5,1,5,5,5,5,5,2,5,2,Yes,No,Yes,5,2,5,5,5,5,5,5,2,Khmer,Fullday,Maybe,Maybe,Maybe,115
Lower_Secondary,Elementary,Farmer,Housewife,3,5,5,5,5,5,5,5,5,Short,> 4,> 4,5,1,5,5,5,5,5,2,5,2,Yes,No,Yes,5,2,5,5,5,5,5,5,2,Khmer,Fullday,Maybe,Maybe,Maybe,115
Elementary,Elementary,Farmer,Others,2,4,3,5,3,5,3,3,4,Short,< 2,< 2,3,1,3,5,5,5,4,1,3,5,Yes,Yes,Yes,5,1,5,5,5,5,5,5,2,Khmer,One_Shift,Enough,Enough,Maybe,65
Others,Others,Farmer,Others,2,2,2,2,3,1,1,2,3,Moderate,< 2,< 2,5,2,5,5,5,4,5,2,3,2,No,No,Yes,3,2,5,5,5,5,3,3,3,Khmer,Irregular,Not_enough,Not_enough,Not_enough,43
Elementary,Upper_Secondary,Business,Business,2,3,4,4,2,5,3,3,3,Far,Never,< 2,1,1,4,2,4,5,3,5,2,2,Yes,No,No,4,2,4,5,5,5,4,4,2,Khmer,Irregular,Enough,Enough,Maybe,73
Elementary,Illiteracy,Farmer,Farmer,1,5,4,5,2,5,5,5,3,Far,2 to 4,> 4,5,1,5,5,5,5,5,1,1,5,Yes,No,No,5,1,5,5,5,5,5,5,2,Khmer,Irregular,Not_enough,Enough,Not_enough,124
Undergraduate,Lower_Secondary,Farmer,Farmer,2,5,5,5,5,5,5,5,5,Moderate,2 to 4,> 4,5,2,5,5,5,5,5,2,2,2,Yes,Yes,Yes,5,2,5,5,4,5,4,4,2,Khmer,Irregular,Not_enough,Enough,Enough,90
Undergraduate,Lower_Secondary,Business,Business,3,3,5,4,2,3,3,3,4,Short,Never,> 4,5,2,5,4,5,5,4,3,2,1,Yes,No,Yes,4,2,5,5,5,4,4,5,3,Khmer,One_Shift,Enough,Enough,Enough,105
Elementary,Elementary,Farmer,Farmer,2,3,4,3,3,2,3,3,3,Moderate,< 2,> 4,4,2,5,4,5,5,4,2,4,2,Yes,No,Yes,4,2,5,5,4,4,3,4,2,Khmer,Fullday,Enough,Enough,Enough,84
Upper_Secondary,Upper_Secondary,Business,Business,3,3,5,4,5,4,5,5,5,Moderate,< 2,Never,4,4,5,2,3,4,4,5,5,2,Yes,Yes,Yes,5,1,5,5,5,4,4,4,2,Khmer,One_Shift,Enough,Enough,Enough,80
Lower_Secondary,Elementary,Farmer,Farmer,2,2,3,3,3,3,3,4,4,Moderate,< 2,Never,4,1,5,5,4,4,3,2,4,4,Yes,No,Yes,5,1,3,3,4,4,3,4,2,Khmer,Irregular,Maybe,Enough,Enough,50
Undergraduate,Upper_Secondary,Farmer,Farmer,2,3,5,5,5,3,3,5,2,Far,< 2,2 to 4,2,4,3,5,5,5,5,4,4,4,No,No,Yes,3,2,3,4,4,4,3,3,2,English,Fullday,Maybe,Enough,Maybe,65
Undergraduate,Upper_Secondary,Government_Officer,Housewife,2,3,4,5,4,5,5,4,5,Moderate,< 2,2 to 4,4,2,5,4,4,4,5,2,2,1,Yes,No,Yes,5,1,4,4,5,5,3,4,2,Khmer,Irregular,Not_enough,Enough,Enough,85
Others,Lower_Secondary,Farmer,Housewife,2,3,3,3,3,2,3,3,3,Moderate,2 to 4,> 4,5,1,3,3,5,3,5,2,5,3,Yes,No,Yes,3,2,5,5,3,5,3,5,2,Khmer,Fullday,Enough,Enough,Enough,56
Upper_Secondary,Elementary,Farmer,Housewife,2,1,3,3,4,1,1,3,1,Far,2 to 4,> 4,5,2,4,4,1,4,3,2,2,4,Yes,Yes,Yes,2,3,4,4,3,3,3,4,2,Khmer,Irregular,Enough,Enough,Enough,115
Upper_Secondary,Elementary,Government_Officer,Housewife,2,3,2,4,3,3,3,3,4,Moderate,2 to 4,> 4,4,1,3,5,5,4,4,2,1,2,Yes,Yes,Yes,4,2,5,4,5,5,5,5,2,Khmer,Fullday,Enough,Enough,Enough,135
Others,Lower_Secondary,Farmer,Others,2,4,5,5,4,5,5,5,4,Far,> 4,< 2,4,4,5,3,5,5,4,2,3,2,Yes,No,Yes,5,1,5,5,5,5,4,5,3,Khmer,Irregular,Enough,Enough,Enough,106
Undergraduate,Upper_Secondary,Government_Officer,Business,2,5,5,5,5,4,5,5,5,Moderate,< 2,> 4,5,2,4,4,5,5,5,2,2,2,Yes,No,Yes,5,1,5,5,5,5,5,4,2,Khmer,One_Shift,Enough,Enough,Enough,110
Others,Illiteracy,Government_Officer,Farmer,1,1,1,1,2,1,1,1,1,Moderate,< 2,Never,1,1,1,1,4,2,2,1,2,3,No,No,No,4,1,5,5,5,5,4,3,2,Khmer,Irregular,Not_enough,Enough,Enough,32
Upper_Secondary,Upper_Secondary,Business,Housewife,2,4,3,5,4,3,5,4,3,Moderate,< 2,> 4,5,5,4,4,4,5,5,1,3,1,Yes,No,Yes,4,1,5,5,4,5,5,4,2,Khmer,One_Shift,Enough,Enough,Maybe,100
Undergraduate,Upper_Secondary,Government_Officer,Housewife,3,5,4,5,5,4,4,4,4,Moderate,2 to 4,2 to 4,5,2,5,5,5,5,5,1,2,1,Yes,No,Yes,4,2,5,5,5,5,5,5,3,Khmer,Irregular,Enough,Enough,Enough,100
Elementary,Elementary,Farmer,Farmer,2,5,5,5,4,2,4,5,5,Far,2 to 4,> 4,5,1,5,5,5,5,4,1,1,2,Yes,No,Yes,5,1,5,5,5,5,5,5,3,Khmer,Fullday,Enough,Enough,Not_enough,125
Lower_Secondary,Elementary,Farmer,Farmer,2,5,5,5,5,5,5,5,5,Moderate,< 2,> 4,5,5,5,5,5,5,5,4,5,5,Yes,No,Yes,5,5,5,5,5,5,5,5,2,Khmer,One_Shift,Enough,Not_enough,Not_enough,118
Lower_Secondary,Elementary,Others,Housewife,2,2,4,4,4,3,4,3,3,Far,< 2,> 4,3,2,4,3,4,3,4,2,5,4,Yes,No,Yes,3,2,5,5,5,5,5,4,2,Khmer,One_Shift,Maybe,Enough,Not_enough,115
